wellness_id,daily_sleep_hours,social_support_score,physical_activity_hours,Sleep_Quality_Score
W-122395,7.6,10,1.7,3
W-122432,7.6,10,1.8,3
W-122508,7.6,10,1.6,3
W-122545,7.6,10,0,3
W-122554,7.6,10,1.5,3
W-122565,7.6,10,1.3,3
W-122571,7.6,10,1.1,3
W-122695,7.6,10,1.2,3
W-122723,7.6,10,0.1,3
W-122737,7.6,10,1.4,3
W-122764,7.6,10,0.5,3
W-122774,7.6,10,0.6,3
W-122856,7.6,10,1.9,3
W-122872,7.6,10,0.3,3
W-122937,7.6,10,0.2,3
W-122984,7.7,10,1.7,3
W-122985,7.7,10,1.4,3
W-122992,7.7,10,0.9,3
W-123072,7.7,10,0.4,3
W-123087,7.7,10,0.2,3
W-123108,7.7,10,0.7,3
W-123119,7.7,10,0.5,3
W-123174,7.7,10,0,3
W-123189,7.7,10,0.6,3
W-123190,7.7,10,2,3
W-123218,7.7,10,1.6,3
W-123226,7.7,10,1.5,3
W-123338,7.7,10,1,3
W-123417,7.7,10,0.8,3
W-123441,7.7,10,1.3,3
W-123512,7.7,10,1.8,3
W-123514,7.7,10,0.3,3
W-123528,7.7,10,1.9,3
W-123549,7.7,10,1.2,3
W-123551,7.7,10,1.1,3
W-123562,7.7,10,0.1,3
W-123571,7.8,10,1.4,3
W-123598,7.8,10,1.5,3
W-123659,7.8,10,1.7,3
W-123676,7.8,10,2,3
W-123697,7.8,10,1.1,3
W-123711,7.8,10,0.4,3
W-123724,7.8,10,0.1,3
W-123789,7.8,10,1.8,3
W-123842,7.8,10,0.2,3
W-123846,7.8,10,0.6,3
W-123852,7.8,10,0.9,3
W-123874,7.8,10,0.7,3
W-123919,7.8,10,0.5,3
W-123931,7.8,10,1.2,3
W-123948,7.8,10,1,3
W-123975,7.8,10,0.8,3
W-123979,7.8,10,1.3,3
W-123992,7.8,10,1.6,3
W-124023,7.8,10,0,3
W-124052,7.8,10,0.3,3
W-124071,7.8,10,1.9,3
W-124304,7.9,10,0.7,3
W-124330,7.9,10,1.6,3
W-124345,7.9,10,0.4,3
W-124407,7.9,10,1.5,3
W-124413,7.9,10,1.1,3
W-124441,7.9,10,0.5,3
W-124442,7.9,10,1.3,3
W-124526,7.9,10,1.4,3
W-124543,7.9,10,2,3
W-124583,7.9,10,0.9,3
W-124603,7.9,10,0.2,3
W-124655,7.9,10,1,3
W-124669,7.9,10,1.2,3
W-124708,7.9,10,0.6,3
W-124728,7.9,10,1.9,3
W-124754,7.9,10,1.8,3
W-124765,7.9,10,0.8,3
W-124769,7.9,10,1.7,3
W-124771,7.9,10,0.1,3
W-124776,7.9,10,0.3,3
W-124796,7.9,10,0,3
W-124822,8,10,0.9,3
W-124832,8,10,0.5,3
W-124834,8,10,0.3,3
W-124855,8,10,0.6,3
W-124878,8,10,0,3
W-124890,8,10,1.6,3
W-124930,8,10,0.1,3
W-124953,8,10,1.2,3
W-124954,8,10,1.5,3
W-125056,8,10,1.1,3
W-125060,8,10,0.4,3
W-125068,8,10,2,3
W-125122,8,10,0.7,3
W-125129,8,10,1.8,3
W-125134,8,10,0.8,3
W-125138,8,10,0.2,3
W-125181,8,10,1.3,3
W-125225,8,10,1.9,3
W-125304,8,10,1,3
W-125305,8,10,1.4,3
W-125346,8,10,1.7,3
W-125588,8.1,10,2,3
W-125632,8.1,10,0.3,3
W-125722,8.1,10,1.1,3
W-125752,8.1,10,1.8,3
W-125772,8.1,10,0.9,3
W-125783,8.1,10,1.4,3
W-125790,8.1,10,0.8,3
W-125810,8.1,10,0,3
W-125826,8.1,10,1,3
W-125847,8.1,10,1.5,3
W-125886,8.1,10,1.3,3
W-125890,8.1,10,1.6,3
W-125891,8.1,10,0.5,3
W-125893,8.1,10,1.9,3
W-125958,8.1,10,1.7,3
W-125960,8.1,10,0.6,3
W-125971,8.1,10,0.1,3
W-126032,8.1,10,0.2,3
W-126035,8.1,10,0.4,3
W-126037,8.1,10,1.2,3
W-126071,8.2,10,1.7,3
W-126073,8.2,10,0.9,3
W-126090,8.2,10,0.4,3
W-126141,8.2,10,0.1,3
W-126156,8.2,10,1.2,3
W-126165,8.2,10,0.6,3
W-126172,8.2,10,1.8,3
W-126220,8.2,10,1,3
W-126243,8.2,10,1.5,3
W-126275,8.2,10,1.6,3
W-126285,8.2,10,1.9,3
W-126288,8.2,10,1.3,3
W-126350,8.2,10,0.5,3
W-126384,8.2,10,0.3,3
W-126418,8.2,10,0.7,3
W-126437,8.2,10,1.4,3
W-126472,8.2,10,0.2,3
W-126539,8.2,10,0,3
W-126561,8.2,10,0.8,3
W-126599,8.2,10,2,3
W-126656,8.2,10,1.1,3
W-126687,8.3,10,1.2,3
W-126735,8.3,10,0.3,3
W-126752,8.3,10,1.7,3
W-126788,8.3,10,2,3
W-126821,8.3,10,1.9,3
W-126824,8.3,10,0.8,3
W-126869,8.3,10,1.6,3
W-126885,8.3,10,0.5,3
W-126886,8.3,10,0.4,3
W-126911,8.3,10,1.3,3
W-127018,8.3,10,1,3
W-127092,8.3,10,0.6,3
W-127105,8.3,10,0,3
W-127112,8.3,10,0.7,3
W-127123,8.3,10,0.9,3
W-127137,8.3,10,0.1,3
W-127146,8.3,10,1.5,3
W-127175,8.3,10,1.4,3
W-127182,8.3,10,1.8,3
W-127241,8.3,10,0.2,3
W-127271,8.3,10,1.1,3
W-127296,8.4,10,0.5,3
W-127310,8.4,10,1.7,3
W-127311,8.4,10,0,3
W-127330,8.4,10,0.3,3
W-127438,8.4,10,1.6,3
W-127446,8.4,10,1.9,3
W-127475,8.4,10,0.7,3
W-127502,8.4,10,1.5,3
W-127520,8.4,10,1,3
W-127556,8.4,10,1.3,3
W-127585,8.4,10,0.8,3
W-127633,8.4,10,1.4,3
W-127637,8.4,10,0.9,3
W-127712,8.4,10,0.2,3
W-127725,8.4,10,0.1,3
W-127775,8.4,10,1.8,3
W-127810,8.4,10,0.6,3
W-127855,8.4,10,1.2,3
W-127905,8.4,10,1.1,3
W-127936,8.5,10,0.1,3
W-127972,8.5,10,0.5,3
W-127976,8.5,10,0.4,3
W-128026,8.5,10,1.2,3
W-128041,8.5,10,1.4,3
W-128171,8.5,10,0.3,3
W-128182,8.5,10,1.6,3
W-128216,8.5,10,1.5,3
W-128233,8.5,10,1.1,3
W-128242,8.5,10,0.7,3
W-128260,8.5,10,0,3
W-128278,8.5,10,1.9,3
W-128300,8.5,10,2,3
W-128327,8.5,10,0.8,3
W-128369,8.5,10,0.6,3
W-128397,8.5,10,1.8,3
W-128405,8.5,10,0.9,3
W-128412,8.5,10,1,3
W-128423,8.5,10,1.7,3
W-128508,8.5,10,0.2,3
W-128527,8.5,10,1.3,3
W-128572,8.6,10,0.2,3
W-128617,8.6,10,1.4,3
W-128646,8.6,10,1.1,3
W-128661,8.6,10,1.6,3
W-128672,8.6,10,2,3
W-128676,8.6,10,1.7,3
W-128770,8.6,10,1,3
W-128783,8.6,10,0.6,3
W-128817,8.6,10,1.3,3
W-128831,8.6,10,1.5,3
W-128858,8.6,10,0.8,3
W-128859,8.6,10,1.8,3
W-128864,8.6,10,0,3
W-128907,8.6,10,0.7,3
W-128919,8.6,10,0.4,3
W-128960,8.6,10,1.2,3
W-128982,8.6,10,0.5,3
W-129044,8.6,10,0.9,3
W-129045,8.6,10,1.9,3
W-129097,8.6,10,0.3,3
W-129132,8.6,10,0.1,3
W-129241,8.7,10,1.9,3
W-129242,8.7,10,0.9,3
W-129253,8.7,10,2,3
W-129322,8.7,10,0.2,3
W-129329,8.7,10,1.2,3
W-129435,8.7,10,1.4,3
W-129455,8.7,10,1.5,3
W-129482,8.7,10,0,3
W-129573,8.7,10,0.1,3
W-129582,8.7,10,0.7,3
W-129584,8.7,10,1.3,3
W-129593,8.7,10,0.4,3
W-129634,8.7,10,1.8,3
W-129639,8.7,10,0.6,3
W-129640,8.7,10,1,3
W-129647,8.7,10,0.3,3
W-129680,8.7,10,1.7,3
W-129693,8.7,10,1.6,3
W-129735,8.7,10,0.5,3
W-129737,8.7,10,1.1,3
W-129741,8.7,10,0.8,3
W-129794,8.8,10,1.1,3
W-129837,8.8,10,0.6,3
W-129870,8.8,10,1.7,3
W-129997,8.8,10,0.8,3
W-130075,8.8,10,1.9,3
W-130084,8.8,10,1.5,3
W-130089,8.8,10,0.9,3
W-130090,8.8,10,1,3
W-130092,8.8,10,0.5,3
W-130107,8.8,10,0.7,3
W-130120,8.8,10,1.4,3
W-130152,8.8,10,0.2,3
W-130203,8.8,10,0.4,3
W-130221,8.8,10,0.3,3
W-130224,8.8,10,0.1,3
W-130269,8.8,10,1.3,3
W-130279,8.8,10,1.2,3
W-130295,8.8,10,0,3
W-130302,8.8,10,1.8,3
W-130314,8.8,10,1.6,3
W-130324,8.8,10,2,3
W-130414,8.9,10,0,3
W-130488,8.9,10,2,3
W-130529,8.9,10,1.7,3
W-130540,8.9,10,0.4,3
W-130564,8.9,10,1.1,3
W-130602,8.9,10,0.1,3
W-130652,8.9,10,0.6,3
W-130674,8.9,10,1,3
W-130700,8.9,10,1.6,3
W-130701,8.9,10,1.4,3
W-130714,8.9,10,1.9,3
W-130722,8.9,10,1.5,3
W-130726,8.9,10,1.3,3
W-130768,8.9,10,0.2,3
W-130781,8.9,10,1.2,3
W-130794,8.9,10,1.8,3
W-130934,8.9,10,0.9,3
W-130943,8.9,10,0.7,3
W-130951,8.9,10,0.5,3
W-131001,8.9,10,0.3,3
W-131011,8.9,10,0.8,3
W-131083,9,10,0.4,3
W-131099,9,10,1.2,3
W-131101,9,10,0.6,3
W-131162,9,10,1.4,3
W-131202,9,10,1.5,3
W-131203,9,10,1.1,3
W-131215,9,10,0.8,3
W-131237,9,10,1.3,3
W-131240,9,10,0.9,3
W-131251,9,10,0.5,3
W-131262,9,10,0.7,3
W-131269,9,10,1.8,3
W-131274,9,10,0.1,3
W-131365,9,10,1.9,3
W-131407,9,10,1.6,3
W-131421,9,10,0.2,3
W-131424,9,10,0.3,3
W-131443,9,10,2,3
W-131536,9,10,1,3
W-100103,4,4,1.6,3
W-100146,4,4,0.2,3
W-100180,4,4,1.4,3
W-100214,4,4,1.3,3
W-100229,4,4,0.7,3
W-100245,4,4,0.9,3
W-100309,4,4,1.7,3
W-100325,4,4,0.5,3
W-100335,4,4,1.5,3
W-100356,4,4,2,3
W-100401,4,4,0.3,3
W-100416,4,4,0,3
W-100438,4,4,0.6,3
W-100480,4,4,0.4,3
W-100495,4,4,1.9,3
W-100505,4,4,1.1,3
W-100532,4,4,0.8,3
W-100549,4,4,0.1,3
W-100558,4,4,1.2,3
W-100610,4.1,4,1.7,3
W-100666,4.1,4,0.2,3
W-100674,4.1,4,0.8,3
W-100721,4.1,4,0,3
W-100729,4.1,4,1.4,3
W-100752,4.1,4,0.1,3
W-100792,4.1,4,0.6,3
W-100806,4.1,4,1.5,3
W-100815,4.1,4,0.7,3
W-100867,4.1,4,0.3,3
W-100897,4.1,4,1.8,3
W-100981,4.1,4,0.4,3
W-100993,4.1,4,1.9,3
W-100996,4.1,4,1,3
W-101038,4.1,4,1.6,3
W-101061,4.1,4,0.9,3
W-101073,4.1,4,0.5,3
W-101109,4.1,4,2,3
W-101122,4.1,4,1.1,3
W-101174,4.1,4,1.3,3
W-101183,4.1,4,1.2,3
W-101210,4.2,4,1.1,3
W-101251,4.2,4,0.6,3
W-101288,4.2,4,0,3
W-101315,4.2,4,0.7,3
W-101406,4.2,4,1.2,3
W-101444,4.2,4,0.9,3
W-101463,4.2,4,0.2,3
W-101491,4.2,4,2,3
W-101510,4.2,4,1.8,3
W-101540,4.2,4,1.4,3
W-101567,4.2,4,1.9,3
W-101604,4.2,4,0.8,3
W-101632,4.2,4,0.4,3
W-101653,4.2,4,0.5,3
W-101690,4.2,4,1.6,3
W-101719,4.2,4,0.1,3
W-101751,4.2,4,1,3
W-101753,4.2,4,1.3,3
W-101764,4.2,4,1.5,3
W-101767,4.2,4,0.3,3
W-101794,4.2,4,1.7,3
W-101839,4.3,4,1.2,3
W-101842,4.3,4,1,3
W-101862,4.3,4,0.9,3
W-101985,4.3,4,1.6,3
W-102007,4.3,4,1.5,3
W-102008,4.3,4,1.7,3
W-102043,4.3,4,0.3,3
W-102062,4.3,4,0,3
W-102150,4.3,4,0.8,3
W-102158,4.3,4,0.7,3
W-102204,4.3,4,0.1,3
W-102213,4.3,4,1.3,3
W-102237,4.3,4,1.9,3
W-102242,4.3,4,1.4,3
W-102274,4.3,4,1.8,3
W-102282,4.3,4,1.1,3
W-102309,4.3,4,0.2,3
W-102321,4.3,4,2,3
W-102406,4.3,4,0.5,3
W-102410,4.3,4,0.4,3
W-102419,4.3,4,0.6,3
W-102436,4.4,4,1.3,3
W-102443,4.4,4,0.7,3
W-102445,4.4,4,0.9,3
W-102449,4.4,4,1.6,3
W-102509,4.4,4,1.4,3
W-102524,4.4,4,1,3
W-102543,4.4,4,0.2,3
W-102569,4.4,4,1.7,3
W-102575,4.4,4,1.1,3
W-102601,4.4,4,0.6,3
W-102631,4.4,4,1.2,3
W-102743,4.4,4,0.3,3
W-102753,4.4,4,0.4,3
W-102771,4.4,4,2,3
W-102839,4.4,4,0.5,3
W-102843,4.4,4,1.5,3
W-102885,4.4,4,0.8,3
W-102895,4.4,4,1.8,3
W-102916,4.4,4,1.9,3
W-103030,4.4,4,0.1,3
W-103101,4.5,4,1.1,3
W-103112,4.5,4,0.7,3
W-103148,4.5,4,0.3,3
W-103163,4.5,4,0.8,3
W-103191,4.5,4,1,3
W-103203,4.5,4,1.8,3
W-103221,4.5,4,1.5,3
W-103233,4.5,4,1.6,3
W-103325,4.5,4,0.1,3
W-103353,4.5,4,1.2,3
W-103375,4.5,4,0.9,3
W-103378,4.5,4,0.6,3
W-103385,4.5,4,0.2,3
W-103394,4.5,4,0.5,3
W-103441,4.5,4,0.4,3
W-103464,4.5,4,0,3
W-103470,4.5,4,1.3,3
W-103591,4.5,4,1.9,3
W-103634,4.5,4,1.4,3
W-103668,4.5,4,1.7,3
W-103691,4.6,4,0.9,3
W-103692,4.6,4,1.2,3
W-103713,4.6,4,1,3
W-103724,4.6,4,0.7,3
W-103727,4.6,4,1.5,3
W-103737,4.6,4,0.1,3
W-103739,4.6,4,0.6,3
W-103802,4.6,4,1.3,3
W-103828,4.6,4,1.7,3
W-103846,4.6,4,1.6,3
W-103861,4.6,4,1.1,3
W-103924,4.6,4,1.4,3
W-103959,4.6,4,0.2,3
W-103971,4.6,4,2,3
W-103988,4.6,4,0.3,3
W-104064,4.6,4,0.4,3
W-104080,4.6,4,1.9,3
W-104096,4.6,4,0,3
W-104147,4.6,4,1.8,3
W-104159,4.6,4,0.5,3
W-104273,4.6,4,0.8,3
W-104310,4.7,4,0.4,3
W-104320,4.7,4,1.4,3
W-104327,4.7,4,0.9,3
W-104340,4.7,4,0.2,3
W-104363,4.7,4,2,3
W-104375,4.7,4,1.8,3
W-104414,4.7,4,0.5,3
W-104419,4.7,4,0.3,3
W-104454,4.7,4,0.8,3
W-104473,4.7,4,1.1,3
W-104488,4.7,4,1.2,3
W-104509,4.7,4,1.5,3
W-104627,4.7,4,1.3,3
W-104679,4.7,4,1.6,3
W-104694,4.7,4,0,3
W-104722,4.7,4,0.1,3
W-104784,4.7,4,0.7,3
W-104841,4.7,4,1.9,3
W-104844,4.7,4,1.7,3
W-104854,4.7,4,0.6,3
W-104880,4.7,4,1,3
W-104915,4.8,4,1.7,3
W-104929,4.8,4,1.9,3
W-104935,4.8,4,0.3,3
W-104951,4.8,4,1.3,3
W-105022,4.8,4,1.5,3
W-105073,4.8,4,0.6,3
W-105175,4.8,4,0.1,3
W-105181,4.8,4,2,3
W-105200,4.8,4,1,3
W-105219,4.8,4,0.8,3
W-105248,4.8,4,1.8,3
W-105270,4.8,4,1.6,3
W-105286,4.8,4,0.5,3
W-105289,4.8,4,0.2,3
W-105346,4.8,4,0.9,3
W-105381,4.8,4,0,3
W-105384,4.8,4,1.2,3
W-105450,4.8,4,1.1,3
W-105472,4.8,4,0.7,3
W-105491,4.8,4,1.4,3
W-105519,4.8,4,0.4,3
W-105537,4.9,4,1.4,3
W-105566,4.9,4,0.9,3
W-105604,4.9,4,1.1,3
W-105626,4.9,4,1.2,3
W-105635,4.9,4,0.2,3
W-105650,4.9,4,0.7,3
W-105683,4.9,4,1.6,3
W-105722,4.9,4,0.8,3
W-105794,4.9,4,1.9,3
W-105797,4.9,4,0.4,3
W-105810,4.9,4,1.8,3
W-105848,4.9,4,1.3,3
W-105975,4.9,4,0.1,3
W-105987,4.9,4,1,3
W-106036,4.9,4,0,3
W-106089,4.9,4,1.7,3
W-106105,4.9,4,1.5,3
W-106107,4.9,4,2,3
W-106118,4.9,4,0.5,3
W-106128,4.9,4,0.3,3
W-106150,4.9,4,0.6,3
W-106167,5,4,1,3
W-106180,5,4,0.9,3
W-106183,5,4,0.4,3
W-106200,5,4,0.7,3
W-106214,5,4,1.6,3
W-106241,5,4,1.5,3
W-106252,5,4,1.8,3
W-106297,5,4,0.6,3
W-106318,5,4,1.1,3
W-106323,5,4,0.1,3
W-106372,5,4,0.2,3
W-106429,5,4,1.4,3
W-106481,5,4,0.8,3
W-106540,5,4,1.2,3
W-106577,5,4,1.9,3
W-106602,5,4,1.7,3
W-106652,5,4,0,3
W-106704,5,4,1.3,3
W-106711,5,4,2,3
W-106732,5,4,0.5,3
W-106760,5,4,0.3,3
W-106786,5.1,4,0.9,3
W-106787,5.1,4,1.1,3
W-106799,5.1,4,0.7,3
W-106830,5.1,4,0.6,3
W-106837,5.1,4,1.6,3
W-106862,5.1,4,2,3
W-106870,5.1,4,1.9,3
W-106894,5.1,4,1,3
W-106921,5.1,4,1.4,3
W-106959,5.1,4,1.8,3
W-106984,5.1,4,0.5,3
W-107085,5.1,4,1.2,3
W-107214,5.1,4,0,3
W-107235,5.1,4,1.3,3
W-107267,5.1,4,1.5,3
W-107284,5.1,4,0.2,3
W-107305,5.1,4,0.4,3
W-107318,5.1,4,0.8,3
W-107352,5.1,4,0.1,3
W-107358,5.1,4,0.3,3
W-107372,5.1,4,1.7,3
W-107440,5.2,4,1.8,3
W-107445,5.2,4,1.9,3
W-107479,5.2,4,1.6,3
W-107539,5.2,4,0.9,3
W-107574,5.2,4,1.1,3
W-107634,5.2,4,0.7,3
W-107654,5.2,4,0.3,3
W-107661,5.2,4,0.2,3
W-107683,5.2,4,0.4,3
W-107687,5.2,4,0.6,3
W-107694,5.2,4,1.7,3
W-107732,5.2,4,0.5,3
W-107789,5.2,4,0.8,3
W-107810,5.2,4,2,3
W-107928,5.2,4,1.2,3
W-107937,5.2,4,1,3
W-107942,5.2,4,1.4,3
W-107944,5.2,4,1.3,3
W-107957,5.2,4,1.5,3
W-107982,5.2,4,0,3
W-107999,5.2,4,0.1,3
W-108032,5.3,4,1.3,3
W-108034,5.3,4,0.9,3
W-108043,5.3,4,1.9,3
W-108117,5.3,4,1.6,3
W-108125,5.3,4,2,3
W-108178,5.3,4,1.4,3
W-108226,5.3,4,0.7,3
W-108259,5.3,4,0.8,3
W-108272,5.3,4,1.5,3
W-108291,5.3,4,0.4,3
W-108294,5.3,4,1,3
W-108337,5.3,4,0.3,3
W-108391,5.3,4,1.2,3
W-108435,5.3,4,0.2,3
W-108443,5.3,4,0.1,3
W-108444,5.3,4,1.7,3
W-108483,5.3,4,0,3
W-108514,5.3,4,1.8,3
W-108535,5.3,4,0.5,3
W-108546,5.3,4,1.1,3
W-108575,5.3,4,0.6,3
W-108649,5.4,4,1.4,3
W-108704,5.4,4,1.9,3
W-108730,5.4,4,0.3,3
W-108738,5.4,4,0.1,3
W-108762,5.4,4,0.2,3
W-108799,5.4,4,0.6,3
W-108805,5.4,4,0,3
W-108819,5.4,4,0.8,3
W-108838,5.4,4,1.6,3
W-108889,5.4,4,1.1,3
W-108932,5.4,4,1,3
W-109009,5.4,4,1.2,3
W-109020,5.4,4,1.3,3
W-109093,5.4,4,1.7,3
W-109099,5.4,4,0.4,3
W-109138,5.4,4,2,3
W-109142,5.4,4,0.5,3
W-109162,5.4,4,1.5,3
W-109171,5.4,4,1.8,3
W-109174,5.4,4,0.7,3
W-109204,5.4,4,0.9,3
W-109266,5.5,4,2,3
W-109326,5.5,4,1.5,3
W-109371,5.5,4,0.6,3
W-109411,5.5,4,1,3
W-109414,5.5,4,0.1,3
W-109449,5.5,4,0.7,3
W-109451,5.5,4,0.4,3
W-109538,5.5,4,1.3,3
W-109607,5.5,4,1.9,3
W-109623,5.5,4,0.8,3
W-109629,5.5,4,1.1,3
W-109644,5.5,4,0.2,3
W-109674,5.5,4,0.9,3
W-109688,5.5,4,1.8,3
W-109728,5.5,4,1.7,3
W-109747,5.5,4,0,3
W-109765,5.5,4,1.6,3
W-109804,5.5,4,1.2,3
W-109828,5.5,4,0.3,3
W-109867,5.5,4,1.4,3
W-109987,5.6,4,2,3
W-110012,5.6,4,0.3,3
W-110074,5.6,4,0.9,3
W-110111,5.6,4,1.5,3
W-110158,5.6,4,1.7,3
W-110165,5.6,4,1.3,3
W-110199,5.6,4,0.7,3
W-110259,5.6,4,0.1,3
W-110273,5.6,4,1,3
W-110346,5.6,4,0.5,3
W-110373,5.6,4,1.2,3
W-110390,5.6,4,0.8,3
W-110395,5.6,4,1.9,3
W-110398,5.6,4,1.8,3
W-110412,5.6,4,0.6,3
W-110417,5.6,4,1.1,3
W-110441,5.6,4,0.2,3
W-110447,5.6,4,1.6,3
W-110472,5.6,4,1.4,3
W-110476,5.6,4,0.4,3
W-110525,5.7,4,0.2,3
W-110579,5.7,4,1.7,3
W-110588,5.7,4,1.6,3
W-110623,5.7,4,2,3
W-110651,5.7,4,1.3,3
W-110656,5.7,4,1.4,3
W-110663,5.7,4,0.3,3
W-110675,5.7,4,0.6,3
W-110690,5.7,4,1.9,3
W-110746,5.7,4,1,3
W-110749,5.7,4,0.1,3
W-110788,5.7,4,1.5,3
W-110804,5.7,4,1.2,3
W-110827,5.7,4,0.9,3
W-110848,5.7,4,0,3
W-110849,5.7,4,1.8,3
W-110864,5.7,4,0.5,3
W-110968,5.7,4,0.7,3
W-111003,5.7,4,0.4,3
W-111075,5.7,4,1.1,3
W-111106,5.7,4,0.8,3
W-111115,5.8,4,1.5,3
W-111118,5.8,4,1.3,3
W-111134,5.8,4,1.2,3
W-111151,5.8,4,1,3
W-111185,5.8,4,1.8,3
W-111227,5.8,4,0.7,3
W-111261,5.8,4,0.6,3
W-111264,5.8,4,1.9,3
W-111378,5.8,4,1.1,3
W-111415,5.8,4,0.1,3
W-111445,5.8,4,2,3
W-111486,5.8,4,0.5,3
W-111494,5.8,4,0.4,3
W-111515,5.8,4,0.9,3
W-111603,5.8,4,0.3,3
W-111637,5.8,4,1.4,3
W-111645,5.8,4,0.2,3
W-111695,5.8,4,1.6,3
W-111714,5.8,4,0.8,3
W-111723,5.8,4,0,3
W-111727,5.8,4,1.7,3
W-111777,5.9,4,0.2,3
W-111845,5.9,4,1.5,3
W-111863,5.9,4,1.1,3
W-111864,5.9,4,1.3,3
W-111880,5.9,4,0.8,3
W-111936,5.9,4,0.6,3
W-111973,5.9,4,0.5,3
W-111994,5.9,4,1.8,3
W-112000,5.9,4,0.7,3
W-112006,5.9,4,2,3
W-112038,5.9,4,1.4,3
W-112066,5.9,4,0.4,3
W-112072,5.9,4,0,3
W-112086,5.9,4,1,3
W-112093,5.9,4,1.2,3
W-112129,5.9,4,0.1,3
W-112153,5.9,4,1.9,3
W-112190,5.9,4,1.7,3
W-112292,5.9,4,0.9,3
W-112297,5.9,4,0.3,3
W-112318,5.9,4,1.6,3
W-112363,6,4,0.3,3
W-112365,6,4,0.6,3
W-112388,6,4,1.9,3
W-112401,6,4,0,3
W-112429,6,4,0.9,3
W-112478,6,4,0.5,3
W-112531,6,4,1,3
W-112617,6,4,1.6,3
W-112624,6,4,0.2,3
W-112642,6,4,1.2,3
W-112645,6,4,1.4,3
W-112665,6,4,0.4,3
W-112694,6,4,0.8,3
W-112696,6,4,1.1,3
W-112751,6,4,0.1,3
W-112776,6,4,0.7,3
W-112802,6,4,1.3,3
W-112864,6,4,1.8,3
W-112878,6,4,1.5,3
W-112923,6,4,2,3
W-112992,6.1,4,1.8,3
W-113026,6.1,4,1.2,3
W-113045,6.1,4,1,3
W-113111,6.1,4,1.5,3
W-113164,6.1,4,1.1,3
W-113197,6.1,4,1.3,3
W-113221,6.1,4,2,3
W-113224,6.1,4,0.6,3
W-113275,6.1,4,0.4,3
W-113336,6.1,4,1.9,3
W-113345,6.1,4,1.7,3
W-113350,6.1,4,0.9,3
W-113391,6.1,4,0.7,3
W-113416,6.1,4,0.1,3
W-113458,6.1,4,0,3
W-113462,6.1,4,1.4,3
W-113471,6.1,4,1.6,3
W-113473,6.1,4,0.5,3
W-113509,6.1,4,0.2,3
W-113517,6.1,4,0.8,3
W-113582,6.1,4,0.3,3
W-113610,6.2,4,0.2,3
W-113649,6.2,4,1.2,3
W-113711,6.2,4,0.8,3
W-113712,6.2,4,0.3,3
W-113738,6.2,4,1.4,3
W-113753,6.2,4,0.4,3
W-113775,6.2,4,1,3
W-113808,6.2,4,1.3,3
W-113888,6.2,4,1.7,3
W-113948,6.2,4,0.1,3
W-113960,6.2,4,1.6,3
W-113997,6.2,4,1.8,3
W-114046,6.2,4,2,3
W-114075,6.2,4,1.5,3
W-114084,6.2,4,1.1,3
W-114149,6.2,4,1.9,3
W-114185,6.2,4,0.5,3
W-114209,6.2,4,0.6,3
W-114228,6.2,4,0.9,3
W-114282,6.3,4,1.5,3
W-114358,6.3,4,0.4,3
W-114364,6.3,4,1.3,3
W-114396,6.3,4,0.9,3
W-114402,6.3,4,0.5,3
W-114421,6.3,4,1.4,3
W-114443,6.3,4,1.9,3
W-114459,6.3,4,0.6,3
W-114493,6.3,4,0,3
W-114502,6.3,4,1.2,3
W-114538,6.3,4,0.2,3
W-114545,6.3,4,1,3
W-114608,6.3,4,1.7,3
W-114638,6.3,4,0.8,3
W-114703,6.3,4,2,3
W-114720,6.3,4,1.1,3
W-114725,6.3,4,1.8,3
W-114755,6.3,4,0.1,3
W-114793,6.3,4,0.7,3
W-114820,6.3,4,0.3,3
W-114830,6.3,4,1.6,3
W-114875,6.4,4,0,3
W-114909,6.4,4,0.6,3
W-114914,6.4,4,0.5,3
W-114951,6.4,4,0.2,3
W-114961,6.4,4,1.1,3
W-114963,6.4,4,1.9,3
W-114990,6.4,4,0.3,3
W-115005,6.4,4,2,3
W-115014,6.4,4,0.9,3
W-115031,6.4,4,1.8,3
W-115047,6.4,4,1,3
W-115088,6.4,4,0.8,3
W-115091,6.4,4,0.7,3
W-115115,6.4,4,0.4,3
W-115213,6.4,4,1.7,3
W-115221,6.4,4,0.1,3
W-115302,6.4,4,1.6,3
W-115335,6.4,4,1.3,3
W-115364,6.4,4,1.2,3
W-115403,6.4,4,1.5,3
W-115444,6.4,4,1.4,3
W-115482,6.5,4,0.5,3
W-115487,6.5,4,0.3,3
W-115528,6.5,4,1.5,3
W-115537,6.5,4,0,3
W-115565,6.5,4,1.7,3
W-115607,6.5,4,0.7,3
W-115626,6.5,4,0.2,3
W-115690,6.5,4,0.8,3
W-115701,6.5,4,0.6,3
W-115771,6.5,4,1.1,3
W-115775,6.5,4,1.4,3
W-115782,6.5,4,1.6,3
W-115893,6.5,4,0.9,3
W-115903,6.5,4,0.4,3
W-115933,6.5,4,1.2,3
W-115936,6.5,4,0.1,3
W-115963,6.5,4,1.3,3
W-115970,6.5,4,1,3
W-115992,6.5,4,1.9,3
W-116019,6.5,4,2,3
W-116077,6.5,4,1.8,3
W-116146,6.6,4,0.1,3
W-116186,6.6,4,2,3
W-116201,6.6,4,0.5,3
W-116214,6.6,4,0.2,3
W-116223,6.6,4,1.9,3
